key,filename,total_dur,silence_count,silence_index,silence_start,silence_end,silence_dur
g4214,g4214.mp3,7.10525,3,2,4.41195,5.42898,1.017029
g4215,g4215.mp3,7.471,3,0,0.0,1.040975,1.040975
g4215,g4215.mp3,7.471,3,1,3.231293,3.743741,0.512449
g4215,g4215.mp3,7.471,3,2,4.59068,5.627891,1.037211
g4216,g4216.mp3,8.59425,3,0,0.0,1.039546,1.039546
g4216,g4216.mp3,8.59425,3,1,3.295397,3.822744,0.527347
g4216,g4216.mp3,8.59425,3,2,5.153605,6.201293,1.047687
g4217,g4217.mp3,7.549375,3,0,0.0,1.033741,1.033741
g4217,g4217.mp3,7.549375,3,1,3.328934,3.838141,0.509206
g4217,g4217.mp3,7.549375,3,2,4.645828,5.664399,1.018571
g4218,g4218.mp3,6.974625,3,0,0.0,1.036281,1.036281
g4218,g4218.mp3,6.974625,3,1,3.307143,3.812472,0.505329
g4218,g4218.mp3,6.974625,3,2,4.345397,5.366077,1.02068
g4219,g4219.mp3,6.713375,3,0,0.0,1.055147,1.055147
g4219,g4219.mp3,6.713375,3,1,3.16381,3.671338,0.507528
g4219,g4219.mp3,6.713375,3,2,4.162517,5.178639,1.016122
g4220,g4220.mp3,12.460375,6,0,0.0,1.029388,1.029388
g4220,g4220.mp3,12.460375,6,1,2.903311,3.419841,0.516531
g4220,g4220.mp3,12.460375,6,2,4.036644,5.055601,1.018957
g4220,g4220.mp3,12.460375,6,3,5.658118,6.69678,1.038662
g4220,g4220.mp3,12.460375,6,4,7.739297,8.767415,1.028118
g4220,g4220.mp3,12.460375,6,5,9.574376,10.624376,1.05
g4221,g4221.mp3,7.288125,3,0,0.0,1.032857,1.032857
g4221,g4221.mp3,7.288125,3,1,3.194649,3.717279,0.52263
g4221,g4221.mp3,7.288125,3,2,4.469184,5.509433,1.040249
g4222,g4222.mp3,7.20975,3,0,0.0,1.042472,1.042472
g4222,g4222.mp3,7.20975,3,1,3.24356,3.760023,0.516463
g4222,g4222.mp3,7.20975,3,2,4.443515,5.474785,1.03127
g4223,g4223.mp3,7.41875,3,0,0.0,1.040703,1.040703
g4223,g4223.mp3,7.41875,3,1,3.39458,3.927098,0.532517
g4223,g4223.mp3,7.41875,3,2,4.623469,5.655896,1.032426
g4224,g4224.mp3,7.079125,3,0,0.0,1.041769,1.041769
g4224,g4224.mp3,7.079125,3,1,3.199048,3.711905,0.512857
g4224,g4224.mp3,7.079125,3,2,4.351701,5.382063,1.030363
g4225,g4225.mp3,12.32975,6,0,0.0,1.046961,1.046961
g4225,g4225.mp3,12.32975,6,1,3.322109,3.849184,0.527075
g4225,g4225.mp3,12.32975,6,2,4.10424,5.144558,1.040317
g4225,g4225.mp3,12.32975,6,3,5.432472,6.47381,1.041338
g4225,g4225.mp3,12.32975,6,4,8.494467,9.276871,0.782404
g4225,g4225.mp3,12.32975,6,5,9.808798,10.820431,1.011633
g4226,g4226.mp3,6.608875,3,0,0.0,1.033673,1.033673
g4226,g4226.mp3,6.608875,3,1,3.411542,3.91585,0.504308
g4226,g4226.mp3,6.608875,3,2,4.246825,5.270045,1.02322
g4227,g4227.mp3,7.131375,3,0,0.0,1.037302,1.037302
g4227,g4227.mp3,7.131375,3,1,3.240068,3.74678,0.506712
g4227,g4227.mp3,7.131375,3,2,4.410249,5.425011,1.014762
g4228,g4228.mp3,6.635,3,0,0.0,1.034104,1.034104
g4228,g4228.mp3,6.635,3,1,3.044649,3.555918,0.51127
g4228,g4228.mp3,6.635,3,2,4.064014,5.0839,1.019887
g4229,g4229.mp3,6.870125,3,0,0.0,1.036984,1.036984
g4229,g4229.mp3,6.870125,3,1,3.165057,3.670431,0.505374
g4229,g4229.mp3,6.870125,3,2,4.233968,5.258889,1.024921
g4230,g4230.mp3,7.3665,3,0,0.0,1.034694,1.034694
g4230,g4230.mp3,7.3665,3,1,3.033424,3.555714,0.52229
g4230,g4230.mp3,7.3665,3,2,4.424104,5.44356,1.019456
g4231,g4231.mp3,7.784375,3,0,0.0,1.036848,1.036848
g4231,g4231.mp3,7.784375,3,1,3.112925,3.639252,0.526327
g4231,g4231.mp3,7.784375,3,2,4.68458,5.702109,1.017528
g4232,g4232.mp3,7.31425,3,0,0.0,1.041746,1.041746
g4232,g4232.mp3,7.31425,3,1,3.094014,3.604785,0.510771
g4232,g4232.mp3,7.31425,3,2,4.42746,5.441519,1.014059
g4233,g4233.mp3,7.053,3,0,0.0,1.036757,1.036757
g4233,g4233.mp3,7.053,3,1,3.213628,3.734286,0.520658
g4233,g4233.mp3,7.053,3,2,4.353039,5.38517,1.032132
g4234,g4234.mp3,7.262,3,0,0.0,1.03576,1.03576
g4234,g4234.mp3,7.262,3,1,3.169569,3.678299,0.50873
g4234,g4234.mp3,7.262,3,2,4.415578,5.46483,1.049252
g4235,g4235.mp3,7.340375,3,0,0.0,1.06619,1.06619
g4235,g4235.mp3,7.340375,3,1,3.317438,3.842766,0.525329
g4235,g4235.mp3,7.340375,3,2,4.543424,5.589932,1.046508
g4236,g4236.mp3,7.601625,3,0,0.0,1.040227,1.040227
g4236,g4236.mp3,7.601625,3,1,3.28873,3.814354,0.525624
g4236,g4236.mp3,7.601625,3,2,4.67517,5.703628,1.028458
g4237,g4237.mp3,7.053,3,0,0.0,1.035624,1.035624
g4237,g4237.mp3,7.053,3,1,3.04102,3.555669,0.514649
g4237,g4237.mp3,7.053,3,2,4.239751,5.275261,1.03551
g4238,g4238.mp3,6.713375,3,0,0.0,1.043696,1.043696
g4238,g4238.mp3,6.713375,3,1,2.960771,3.499932,0.539161
g4238,g4238.mp3,6.713375,3,2,4.095442,5.110658,1.015215
g4239,g4239.mp3,13.688125,6,0,0.0,1.050907,1.050907
g4239,g4239.mp3,13.688125,6,1,3.356939,3.869909,0.512971
g4239,g4239.mp3,13.688125,6,2,4.437823,5.464082,1.026259
g4239,g4239.mp3,13.688125,6,3,6.060181,7.078005,1.017823
g4239,g4239.mp3,13.688125,6,4,9.172472,10.195283,1.022812
g4239,g4239.mp3,13.688125,6,5,10.866871,11.895374,1.028503
g4240,g4240.mp3,21.106875,9,0,0.0,1.060612,1.060612
g4240,g4240.mp3,21.106875,9,1,2.973946,3.481156,0.507211
g4240,g4240.mp3,21.106875,9,2,4.25517,5.2739,1.01873
g4240,g4240.mp3,21.106875,9,3,6.049478,7.090998,1.041519
g4240,g4240.mp3,21.106875,9,4,9.621406,10.636304,1.014898
g4240,g4240.mp3,21.106875,9,5,11.538889,12.559161,1.020272
g4240,g4240.mp3,21.106875,9,6,13.524104,14.546009,1.021905
g4240,g4240.mp3,21.106875,9,7,16.1761,17.195147,1.019048
g4240,g4240.mp3,21.106875,9,8,18.11161,19.129728,1.018118
g4241,g4241.mp3,6.7395,3,0,0.0,1.054195,1.054195
g4241,g4241.mp3,6.7395,3,1,3.302086,3.813719,0.511633
g4241,g4241.mp3,6.7395,3,2,4.24458,5.264512,1.019932
g4242,g4242.mp3,7.41875,3,0,0.0,1.043016,1.043016
g4242,g4242.mp3,7.41875,3,1,3.286757,3.812177,0.52542
g4242,g4242.mp3,7.41875,3,2,4.566032,5.59907,1.033039
g4243,g4243.mp3,7.5755,3,0,0.0,1.036735,1.036735
g4243,g4243.mp3,7.5755,3,1,3.466054,3.992268,0.526213
g4243,g4243.mp3,7.5755,3,2,4.754649,5.791066,1.036417
g4244,g4244.mp3,7.993375,3,0,0.0,1.062268,1.062268
g4244,g4244.mp3,7.993375,3,1,3.372789,3.889456,0.516667
g4244,g4244.mp3,7.993375,3,2,4.887347,5.902222,1.014875
g4245,g4245.mp3,8.150125,3,0,0.0,1.036054,1.036054
g4245,g4245.mp3,8.150125,3,1,3.421179,3.922063,0.500884
g4245,g4245.mp3,8.150125,3,2,5.018798,6.042222,1.023424
g4246,g4246.mp3,8.045625,3,0,0.0,1.062268,1.062268
g4246,g4246.mp3,8.045625,3,1,3.526236,4.041791,0.515556
g4246,g4246.mp3,8.045625,3,2,4.993855,6.012653,1.018798
g4247,g4247.mp3,7.96725,3,0,0.0,1.038889,1.038889
g4247,g4247.mp3,7.96725,3,1,3.285079,3.783741,0.498662
g4247,g4247.mp3,7.96725,3,2,4.862222,5.883039,1.020816
g4248,g4248.mp3,7.131375,3,0,0.0,1.045238,1.045238
g4248,g4248.mp3,7.131375,3,1,2.998503,3.509864,0.511361
g4248,g4248.mp3,7.131375,3,2,4.304558,5.334921,1.030363
g4249,g4249.mp3,13.244,6,0,0.0,1.047982,1.047982
g4249,g4249.mp3,13.244,6,1,3.250975,3.765465,0.51449
g4249,g4249.mp3,13.244,6,2,4.328163,5.34263,1.014467
g4249,g4249.mp3,13.244,6,3,5.944376,6.965828,1.021451
g4249,g4249.mp3,13.244,6,4,9.153605,10.197075,1.043469
g4249,g4249.mp3,13.244,6,5,10.665351,11.700748,1.035397
g4250,g4250.mp3,7.183625,3,0,0.0,1.056032,1.056032
g4250,g4250.mp3,7.183625,3,1,3.242404,3.763651,0.521247
g4250,g4250.mp3,7.183625,3,2,4.437392,5.47712,1.039728
g4251,g4251.mp3,7.00075,3,0,0.0,1.038073,1.038073
g4251,g4251.mp3,7.00075,3,1,3.367868,3.885873,0.518005
g4251,g4251.mp3,7.00075,3,2,4.411995,5.43966,1.027664
